customer_id,monthly_income,income_variance,bill_payment_delay_avg,missed_payments_6m,spending_ratio,savings_rate,employment_duration_months,account_age_months,risk_score,risk_band,financial_resilience_score,payment_discipline_score,income_stability_index
5859bc81eacf508106a0b42b89bdd0600935a18d66bf5377f65aa2251b7ffcd8,30000-40000,0.134,3.26,0,1.0,0.4,101,120-180,0.0,Low,54.4,83.7,86.6
b8aa6acb3e345c4d347eac4f15953923fa99a41438d1cb469eb1cd77f7ce145e,30000-40000,0.093,1.35,4,1.0,0.3,297,60-120,0.31,Low,26.5,53.25,90.7
9aa5e3c4cab41958b07d3641443dea69678dc7db8de2066c465b902bdf7d38b2,30000-40000,0.119,1.1,0,0.0,0.4,55,120-180,0.0,Low,58.9,94.5,88.1
2872dbfbbdb4ac45a91a619eb31fb510f0cdb403d5376af17af33a9f318248d1,20000-30000,0.36,1.93,1,1.0,0.4,194,60-120,0.0,Low,47.1,80.35,64.0
659a4453bff000335b97390cb79d0ffb09c773defa4d8ca52ce696110fd6b143,20000-30000,0.276,1.04,0,1.0,0.24,82,60-120,0.06,Low,35.0,94.8,72.39999999999999
c313aad8bc4713b7039217d4ab9e355e1e7db3a3836b02a8ce1c932b9692154a,30000-40000,0.15,0.63,0,1.0,0.22,18,60-120,0.1,Low,35.5,96.85,85.0
6b46df499fbfcd72eadd9bd99eec4c70e7061396238cddf1c30d7507062ffbfe,30000-40000,0.336,2.43,1,1.0,0.0,196,60-120,0.21,Low,13.299999999999995,77.85,66.39999999999999
8c941ce7d30a7d66fc62c715862dbebd8d7965d1a4995e615dfc20242075dc09,20000-30000,0.351,1.17,0,1.0,0.4,143,0-60,0.0,Low,54.4,94.15,64.9
ec84af84854b28298a74678c4a96744d458b068595f2559b085c0e18a23c8142,30000-40000,0.346,1.26,1,1.0,0.33,110,60-120,0.09,Low,41.5,83.7,65.4
93aa17da1a3fa714713c3bf3c6b635a5921aadd0e4a0a9748f55c3fe4c78cd7b,40000-50000,0.372,4.13,1,1.0,0.39,267,0-60,0.0,Low,48.7,69.35,62.8
9978923667405e2223f9b2c4ce4156a0ea87836a153b74471b10cb874eac353d,20000-30000,0.138,9.31,2,1.0,0.35,292,60-120,0.16,Low,40.0,33.45,86.2
f89a2778f8db767a9f2b6e9071f5e8f367d4cefd3f9f51b48a4ee9ff96a1e2c7,30000-40000,0.314,3.3,0,1.0,0.05,211,60-120,0.06,Low,22.8,83.5,68.6
6094e87c36321aa0049cdd4c1dda697e145a57537f182399a3b8f030359eb79d,20000-30000,0.211,0.24,1,1.0,0.19,167,0-60,0.1,Low,30.0,88.8,78.9
26c2e4eab2c9c37fe8aed9481be4985f71bcb0d9d7c86bdc5b91cc4b7a0696a9,20000-30000,0.345,0.29,0,1.0,0.0,154,120-180,0.08,Low,19.7,98.55,65.5
a62c39f437fcbdc5f60c6029d8d4a6c5d340ebf050a2c9ab5ebcacfc9a270cfd,30000-40000,0.305,10.66,3,0.0,0.4,292,180-240,0.25,Low,44.2,16.700000000000003,69.5
882617183decae95a007c79d58a4d6caf5d84d98ae5b6c47f410e12088d35e17,30000-40000,0.322,1.27,2,1.0,0.0,270,180-240,0.23,Low,12.0,73.65,67.8
be69e91c3e6601fff83b0769b9e54350d4baad2472bdea4630febdd3ba812315,30000-40000,0.28,0.33,1,0.0,0.4,153,0-60,0.0,Low,55.5,88.35,72.0
86205f0977f32806ab2a11e61c66746443079bcfefe464d3b9b88b58e1c8b530,40000-50000,0.112,2.34,0,1.0,0.02,209,180-240,0.06,Low,20.7,88.3,88.8
042a994c9b366ce061e8a485e899c4f79ac49a62724d496dd9fd7a35dfe8e50f,30000-40000,0.241,3.13,0,1.0,0.4,257,120-180,0.0,Low,53.2,84.35,75.9
e7e0fa95824377c3e4417cbd445719fbcdcf1e5a2e8bb6cc7d0f68624394fa66,30000-40000,0.395,4.15,1,1.0,0.4,143,0-60,0.05,Low,49.5,69.25,60.5
5e134731952ca8ad9ddc9be477b4e23097476241941718ee1a27caa92d8434c4,20000-30000,0.378,1.21,0,1.0,0.38,98,0-60,0.0,Low,47.7,93.95,62.2
0b3dd04ae20687d73476f74fa0a6f786730b44d4bf8d6ed719ed61997d07f6f0,30000-40000,0.065,0.04,0,1.0,0.0,229,120-180,0.02,Low,18.5,99.8,93.5
447e05d988f2ab72686d1499e74669263902e09f7a989c19162640becb7dccb3,20000-30000,0.108,8.51,2,0.0,0.4,195,120-180,0.15,Low,51.8,37.45,89.2
4c3506ffc28e8e4cae5d7cdeb5f160014027194650711b88d5ca3b33120739c3,30000-40000,0.096,0.72,1,1.0,0.4,120,60-120,0.03,Low,48.6,86.4,90.4
28ccfe954395007fbe9b17325fb25b20bf7ab1e715ba4f419b31b0e7253a052b,30000-40000,0.304,3.97,2,1.0,0.08,7,0-60,0.47,Medium,16.3,60.150000000000006,69.6
4165b02dc3dfcbcc96fd41d59655c2519b2b53f966c34e0ba51e1a2c04b3de1c,20000-30000,0.336,4.51,1,1.0,0.36,245,0-60,0.0,Low,45.4,67.45,66.39999999999999
f6645510244b875246b23c8920146ea96567ff85aa7e5a54650357990f504854,40000-50000,0.125,2.47,1,0.0,0.4,23,60-120,0.11,Low,52.2,77.65,87.5
aee40179837932b3c621382fcda33dff10d35b1c551f1a3589db223207379597,20000-30000,0.227,1.18,0,1.0,0.36,154,60-120,0.0,Low,48.8,94.1,77.3
3cff99b20b8a5638919d5ba04b0fb443a5367768aa50ab27684e03128b2626f0,10000-20000,0.344,1.18,2,1.0,0.37,130,120-180,0.16,Low,42.2,74.1,65.60000000000001
fb64852b845f355cbbfebcb9e72dfd015d49a49c99a36263222460e190fb4ccf,40000-50000,0.306,3.22,0,1.0,0.0,126,120-180,0.15,Low,19.1,83.9,69.39999999999999
689c96d43487803c1059c89adf0712270c1be16ec23a34b1855c4ca417f3c101,30000-40000,0.24,6.43,3,1.0,0.17,148,180-240,0.46,Medium,19.2,37.85,76.0
dae433693a445f660aeb8b04280bbfa374bf078e1ef5a7ca99055a80176236f2,30000-40000,0.257,9.63,3,1.0,0.23,279,120-180,0.34,Medium,28.5,21.849999999999994,74.3
2b25ae95b36b72577c7a92de6259d9595968df3ded762ee30e04250f48877852,30000-40000,0.228,0.35,2,1.0,0.0,154,180-240,0.34,Medium,9.299999999999995,78.25,77.2
c39dc5b24f095c96987c8f044434faada19fea2b7aeaeb80792cc171f20398fe,20000-30000,0.154,0.47,0,1.0,0.29,113,0-60,0.0,Low,44.4,97.65,84.6
9749a3c16a7cd3b20107c6a6475115277410b4f8ce1c1848258943ed71dee75b,20000-30000,0.248,9.38,1,0.0,0.4,118,180-240,0.11,Low,55.5,43.1,75.2
75b2ebba5cc69705ce7e0f7799c72920bf7625c3f396be2f864028ca06852d7a,30000-40000,0.291,4.61,0,1.0,0.4,190,60-120,0.0,Low,54.7,76.95,70.9
f885e3bf08b7434622dd251ec690f99e316f53e40a543406e96aaa9275a049ad,20000-30000,0.356,8.11,1,1.0,0.39,59,120-180,0.21,Low,46.0,49.45,64.4
4e0c5aed5ef71df6cec03f353504fd68aeca271038d0ed9dd1e7f0b45c6c88ef,30000-40000,0.273,0.76,0,0.0,0.4,253,0-60,0.0,Low,57.1,96.2,72.7
818b5d5386c3b2232ecd49425ed78e792cd3ea0909cbd2ae891a2a51d2849a5e,20000-30000,0.316,3.17,1,1.0,0.0,152,120-180,0.25,Low,14.2,74.15,68.39999999999999
5392ee19bd9cb100e659dda8e711cfa59ed3dc4236cc22c40471cec0ea27198d,20000-30000,0.106,3.06,0,1.0,0.11,164,60-120,0.06,Low,28.2,84.7,89.4
14e371601d8553557f4967a43b816268ff806399c450f7d873ba60c0d6e0cf2d,20000-30000,0.212,3.49,1,1.0,0.4,122,120-180,0.05,Low,50.7,72.55,78.8
3cb1b2c6d22fdf0996379e9e9f55425d1889b7331d96d8bfd996cbfcab0d3ef5,30000-40000,0.053,1.19,0,1.0,0.26,72,60-120,0.03,Low,39.9,94.05,94.7
c1a621b506ee811b7b83bbc1d26b97cdffb6e9652e11a5b6afd273c6c9548cf2,20000-30000,0.136,0.04,0,1.0,0.12,101,180-240,0.06,Low,29.6,99.8,86.4
798a543725269e57208fbe5c29bdbba85e8c808b229ed485afaec4e21ad86d24,20000-30000,0.304,3.08,1,1.0,0.03,169,180-240,0.23,Low,15.999999999999998,74.6,69.6
c515d801abc138de6422254073e21ded290ac27b8b5ef0588ae411e4baa10a6f,30000-40000,0.397,1.16,0,1.0,0.12,153,120-180,0.05,Low,25.7,94.2,60.3
2aae28cf4efe3ccfa0dc71406edbbceed5d66aedd06f631069730fe55c0c7096,30000-40000,0.085,1.45,0,1.0,0.32,4,180-240,0.06,Low,44.7,92.75,91.5
b0f6988e044c291536b98b3b402456c3c6cd3e34372fce5e8e64d20c1e9403fd,20000-30000,0.191,9.33,2,1.0,0.09,154,120-180,0.41,Medium,18.9,33.35,80.89999999999999
120c11a064afb0999c98ea0f1ab0388a11d5c8b3d3713864f5bdd290ab512109,20000-30000,0.33,1.86,1,1.0,0.28,67,60-120,0.16,Low,37.5,80.7,67.0
91953b55d1e49188bef273538ad8ad62371a823de0b70f795e43b87afbda21e9,30000-40000,0.121,4.77,2,1.0,0.2,71,0-60,0.34,Medium,29.8,56.150000000000006,87.9
63eb37ae26bb3fdfedf79630645ebbd44926243775c688a25eb54465c06f4374,10000-20000,0.244,0.67,0,0.0,0.4,123,60-120,0.0,Low,58.3,96.65,75.6
c913ed5318ab260a0a588f92c034c96db34fa8efaa57e393a55af1baace0a8f2,10000-20000,0.307,3.94,1,0.0,0.4,111,180-240,0.05,Low,54.0,70.3,69.30000000000001
e80bc7898f50bed8e8d8f79b7e3135666eaec02208397fd5698066cec252553f,20000-30000,0.266,12.55,3,1.0,0.3,249,0-60,0.39,Medium,31.4,7.25,73.4
f738d53f133557760aa16a69a683e5a3ba6ece47add05004a3f0c0c557a31389,20000-30000,0.116,0.28,4,1.0,0.4,95,180-240,0.39,Medium,38.4,58.6,88.4
8707055c3235c6f2d9cbff3a17772c0e1b8595cfd26214b5a1556b97cb6dab2b,30000-40000,0.174,0.02,1,0.0,0.4,270,60-120,0.0,Low,56.4,89.9,82.60000000000001
49f71771a9345da9ad79fc0ea2be23c91c2ffec91e67e87574fe1ad34c633593,40000-50000,0.324,2.06,0,1.0,0.03,105,60-120,0.11,Low,25.1,89.7,67.6
f73fa796fe75c702279e34e35f45a3d4b327009dd5e4b04aeeb7e7500202f426,30000-40000,0.244,0.31,1,0.0,0.4,114,60-120,0.0,Low,56.1,88.45,75.6
0142009cc1d2179b37a022233c66caa0c41941f44fbad8d7e307fb29baa5c4da,20000-30000,0.052,3.12,0,1.0,0.24,64,60-120,0.08,Low,38.6,84.4,94.8
b6f31e89a9047efd5a62f44a680cd20e4f1536172b76b96c315336f33d8a4452,20000-30000,0.316,8.81,1,1.0,0.23,138,180-240,0.22,Low,35.6,45.95,68.39999999999999
536295808298e116e494cde7c021af0f125d176880a307a71202c08f3dc075b0,20000-30000,0.062,1.32,1,1.0,0.0,57,0-60,0.31,Low,13.599999999999998,83.4,93.8
f434c5e9e94506fa7c4aba631c4028fc3e68ab46634037e34f9e9d943cd7a31d,20000-30000,0.311,1.06,1,1.0,0.26,110,0-60,0.1,Low,38.3,84.7,68.9
f5508f89770020c8a47f437fd81b75495c516b1aafd883bc36de8f98c30abc42,20000-30000,0.121,1.48,2,0.0,0.4,260,0-60,0.0,Low,51.5,72.6,87.9
32f43cae311461ef4f3c6f7fb226042a0abc81a0f21fad25092a11430e661489,30000-40000,0.385,5.05,1,1.0,0.22,255,180-240,0.07,Low,34.8,64.75,61.5
8ef4b499c88f0b258c81652f1ff4c17201397a8760c8086ace3b181092e30110,20000-30000,0.179,0.03,0,1.0,0.05,224,60-120,0.0,Low,23.4,99.85,82.1
45c935ee5d3004bf14ffe496b842cb5b4e168ce4f28d7fe8bf4ff097ce330097,30000-40000,0.164,2.51,3,1.0,0.0,169,60-120,0.48,Medium,5.0,57.45,83.6
879a0d3696371f4feeb13248ca94cd5d4549cbc72725bfc54b1e366a11356ec9,40000-50000,0.102,2.39,2,1.0,0.33,162,60-120,0.17,Low,39.3,68.05,89.8
b00cb2ed750da4b253713c2562f51f0e936cf5636e027233beb79aa29a111a7a,20000-30000,0.157,2.83,1,1.0,0.4,168,60-120,0.01,Low,49.2,75.85,84.3
a2649ef49cfb4ef5e7d49fe2f9985f494bea7e561dbdc8e9308db02ccac506e7,30000-40000,0.357,1.05,0,1.0,0.02,207,120-180,0.04,Low,20.1,94.75,64.3
81fc63cbd172b4bc47803ef06c0b2330a65ad2b539015bfc5a8ebd0e46f60114,30000-40000,0.399,5.0,2,0.0,0.4,269,60-120,0.06,Low,48.5,55.0,60.1
b3ddea2f4a449289a5874a42b6ac608a4cc155fd493460455cd1b33221e8cb22,20000-30000,0.179,0.28,0,1.0,0.15,140,60-120,0.0,Low,33.8,98.6,82.1
e2dce264764d76abaa1f8c9a297f08368fd8ca1a2e6c96f73901b3cecd1a831a,30000-40000,0.207,0.67,1,1.0,0.37,250,60-120,0.0,Low,45.9,86.65,79.3
8c30a796fc0bfe03107c461db5aed60c9017dfab5fbc28ee0843081d770a64be,30000-40000,0.303,7.38,1,0.0,0.4,57,0-60,0.13,Low,56.1,53.1,69.7
88d08dbb28bdf4c6d4923fb52834c5b081b99191e4ef3488f2c34038987e5630,30000-40000,0.36,5.1,3,1.0,0.4,211,180-240,0.26,Low,40.6,44.5,64.0
2f75c99fe994b043697d3ea4f50db9b973a0d12d1303c87438e48befc80ac627,20000-30000,0.258,0.05,0,1.0,0.4,19,0-60,0.0,Low,54.7,99.75,74.2
06b37a61fee7b22b391bf2fe34e3ca1c6c73d6bfb03a9f01c837cf78608874b0,30000-40000,0.187,0.84,0,1.0,0.08,70,180-240,0.1,Low,28.5,95.8,81.3
98703f14f12b1f63c5f21e86eb1978b0274cdc07f04ca9445a70d555327ca5e3,30000-40000,0.194,0.72,0,1.0,0.0,135,120-180,0.11,Low,18.2,96.4,80.60000000000001
052fb61d4de33016916c53bc0e1d5897218a926c4c0af2f00aa6a3d21dbcb372,40000-50000,0.293,1.1,2,1.0,0.4,190,120-180,0.08,Low,46.7,74.5,70.7
062ba3e533cdabe73ea5c47dd6cc8176d0db1f497dfcb4c478777cc7bfaa990a,30000-40000,0.051,0.64,3,1.0,0.04,140,0-60,0.43,Medium,11.500000000000002,66.8,94.9
f8b45e333ca2fcdb29db75f336d479f07dd13dd5d437dfc7bd5176ac68b9179d,40000-50000,0.267,0.22,1,0.0,0.4,176,180-240,0.0,Low,55.8,88.9,73.3
e8bdfe544a2403bcfa080c85ab2e1a5bccde37916abea9e3bb7dcedcf3d198f7,20000-30000,0.174,1.76,0,1.0,0.36,99,0-60,0.0,Low,46.1,91.2,82.60000000000001
294950c0279a29f4f98eb4e9a8615c1655336fa737d18a896d356fdb27943564,30000-40000,0.328,4.8,0,0.0,0.4,173,0-60,0.0,Low,59.2,76.0,67.19999999999999
54353ab92ac47e7bcbb675d21337b1dbc9dac931179657c19bd0633ba535c49c,30000-40000,0.083,2.25,1,1.0,0.0,156,120-180,0.23,Low,14.499999999999998,78.75,91.7
0d846f33270a4277a40fa328ad0a6c761e4dc1caeb2b2df40d8aff13cfc8ee9e,40000-50000,0.256,3.66,0,1.0,0.03,185,60-120,0.07,Low,24.2,81.7,74.4
e46eba12071430ee60d43972ec0dd9c2600da7790edcef81923f9f820e0d36b2,20000-30000,0.218,0.26,0,1.0,0.11,244,60-120,0.0,Low,30.6,98.7,78.2
cc51c0d6e4a7cd3954dfdf88d3737d8504d0bf8869dce5b682360803efa8661a,20000-30000,0.275,10.21,4,1.0,0.04,287,180-240,0.57,Medium,7.2,8.949999999999996,72.5
c75b6f21d00354b3db45aa061ccf09d163888e1f5c45e4756d77e0c16c038367,20000-30000,0.073,4.31,3,1.0,0.18,29,180-240,0.51,Medium,22.4,48.45,92.7
33280618ddffb647e1f8df040b0bd96ba5784568c4a369044acdf1e34e44b356,10000-20000,0.253,5.34,3,1.0,0.0,62,120-180,0.6,Medium,5.599999999999998,43.3,74.7
80aff0fcbcf5b35b6ec3628a01d7e45cbb23ce3dd54355cc41d19648a203460b,20000-30000,0.247,5.6,1,1.0,0.19,204,60-120,0.15,Low,29.4,62.0,75.3
86ab75e9ab0852ade67ae05e1248452ebe773001c5243df14764d6747d1dcbd3,20000-30000,0.246,8.72,2,1.0,0.0,252,180-240,0.37,Medium,10.8,36.4,75.4
9b8956c601fb6ae7bad79d68ae6a3cc9da785dc2b79bf49532fe604a9fc71e5f,30000-40000,0.261,2.6,1,1.0,0.28,71,0-60,0.16,Low,38.7,77.0,73.9
f7ff4c62ec88b911e073bfd0d45a154fe10ddcb6e1215c4d1553362091b6eb81,30000-40000,0.287,0.77,0,0.0,0.4,23,120-180,0.0,Low,58.3,96.15,71.30000000000001
c15c6f3240e26792b18bd38f808a381b3f1eab1882f36144475509cfaf313313,40000-50000,0.332,3.51,2,1.0,0.39,154,120-180,0.19,Low,39.9,62.45,66.8
f47609fbeeae1509d06e91332962933c8ba24efaa96bba7ef6dca6aaf9ed8b33,30000-40000,0.144,3.7,1,0.0,0.4,104,0-60,0.05,Low,54.0,71.5,85.6
3d4f46607c4bc36ccb81b6720ddf65ffd2e6a21382cebd7774280219441da321,20000-30000,0.339,4.95,2,1.0,0.15,97,120-180,0.34,Medium,26.4,55.25,66.10000000000001
32dd808801b4f29e9d54e7182f2e900beead699e8b54e39c5b583cfdf8261a20,20000-30000,0.224,2.3,1,1.0,0.38,231,60-120,0.0,Low,44.3,78.5,77.60000000000001
dffc1d633181415511e9be1e08df8d8ca7b4b339fcc4935210246c88fbc6b399,30000-40000,0.077,0.17,1,1.0,0.25,127,120-180,0.1,Low,34.5,89.15,92.3
92b463ea623a3f99fe202637e48550f6ed6b20c6d80f3a1ab775be00a9fec24b,10000-20000,0.07,1.09,2,0.0,0.4,260,0-60,0.0,Low,52.7,74.55,93.0
14d5662c0e6843ce1f54291ab04eb5705036b6a998a1b7dce9e7fd23afb800a2,40000-50000,0.167,7.19,1,0.0,0.4,238,120-180,0.0,Low,52.2,54.05,83.3
5e4e8e9b0ee3108bd24f34d1ecb51ce8d1fc101c09ca6ec402bacb0fff870e01,40000-50000,0.325,3.18,1,1.0,0.27,164,180-240,0.09,Low,38.8,74.1,67.5
a6c0d61538e55980ff0f1084c3328000be15a5984d87d05142fda9c6a2682959,20000-30000,0.298,2.7,0,1.0,0.0,44,120-180,0.22,Low,18.2,86.5,70.19999999999999
f08e70deb5351c746dcddd7aee4004a7a358d6b22088cb567c79eabe60fe1532,10000-20000,0.326,1.14,1,1.0,0.4,278,120-180,0.0,Low,47.7,84.3,67.39999999999999
1ad00f784934c7677ebbec86cf395ddc491c288a3022ff5267546ac97e6dac50,40000-50000,0.231,1.45,1,1.0,0.33,70,60-120,0.11,Low,43.3,82.75,76.9
be098a12131debe93147e5154b470e5a74755610a98596ec5ad7870266eacd6d,20000-30000,0.204,6.82,1,1.0,0.11,175,120-180,0.22,Low,25.4,55.900000000000006,79.60000000000001
6dcc8c19311d1b5518c1ec3cdc44ccdfce83047a398e4146fbd331aacb1a41f1,40000-50000,0.102,2.75,2,1.0,0.25,127,180-240,0.26,Low,31.1,66.25,89.8
ac18f08cd1e5419efc0c66714a58ed50105b506c209c2df567bee7442f84cb90,10000-20000,0.165,4.37,1,1.0,0.39,172,0-60,0.03,Low,49.3,68.15,83.5
fd31f8548684d6d7bd0fa8e3297baeb411ab54fda89ab88f4724d4463ff3cd75,20000-30000,0.202,1.82,1,1.0,0.35,49,0-60,0.13,Low,44.6,80.9,79.80000000000001
0934125d3cf82a2cca350229b99522c90e599a32564ad32f735af6c1c52b83f3,30000-40000,0.081,2.39,3,0.0,0.4,263,60-120,0.15,Low,43.9,58.05,91.9
13aed7b025463989f91253354ea1d6cd3c98339e829848daee3e43ac9d30fb2d,30000-40000,0.127,0.75,2,1.0,0.0,219,180-240,0.28,Low,9.9,76.25,87.3
138d060a39f4bf5814d72796b62b1ac29fbc53b254850d1679e74d26238af1d2,20000-30000,0.259,4.03,0,0.0,0.4,126,180-240,0.0,Low,58.0,79.85,74.1
87245a96a510583bc42a3f05b8670e366057e8bad9e7e5229b291c551ade94a5,30000-40000,0.307,1.97,2,1.0,0.4,295,120-180,0.02,Low,44.0,70.15,69.30000000000001
c1e301200cb76332eb332a975c3b0c66b61d8e3b17c5df2efaad211414dc4120,20000-30000,0.399,2.34,0,0.0,0.4,164,120-180,0.0,Low,60.4,88.3,60.1
45b080863f6dd0ef07d7643570b87f0c35f12d02529c0a3e9e0fd18eeb4bd8a5,20000-30000,0.377,4.07,1,0.0,0.4,203,0-60,0.0,Low,51.6,69.65,62.3
410deb4fa60bb5e0de5f40a95689fffb361b82ef5b6d96813b8a8a30498394f3,30000-40000,0.275,9.29,3,1.0,0.06,277,180-240,0.44,Medium,13.4,23.550000000000004,72.5
618df32ad43ee2411e62b21cf85239e955473239f561c3be5dfd5bbd6adbe06f,30000-40000,0.197,0.2,0,0.0,0.4,208,180-240,0.0,Low,56.2,99.0,80.3
fcef8afc0ed297e55a30444c04e1a2756efd9d0a38b1fcdb666db3bc4f5637d3,30000-40000,0.273,5.86,1,0.0,0.4,42,0-60,0.13,Low,55.2,60.7,72.7
0f2a9906a978b82cf39bf41b3e5596c96cca11a8631a2270d475dd22fb28efa9,10000-20000,0.325,1.25,1,1.0,0.22,275,0-60,0.0,Low,36.6,83.75,67.5
c35cd704bafab36c12ed2523930ae044e78da6fe3ba36511909bd8d94212f475,10000-20000,0.091,1.44,1,0.0,0.4,190,60-120,0.0,Low,56.7,82.8,90.9
3af50a29a64531050085f8a04ac64d72b42c465ec323179adc4e6e4a3be94332,40000-50000,0.193,0.07,0,0.0,0.4,95,180-240,0.0,Low,58.9,99.65,80.69999999999999
0a18d456cbc4fe2bac57b2f19a1f1c67bca008af17698f8443bb234c57e823b9,30000-40000,0.344,1.33,0,1.0,0.17,44,0-60,0.12,Low,30.0,93.35,65.60000000000001
42b98beac3ba8fe24c45df9eb189c68e1d9588c29fdeb86b55d1214095e20a6e,20000-30000,0.184,2.04,2,1.0,0.04,109,120-180,0.35,Medium,16.4,69.8,81.60000000000001
693d3fbd923bcfacd771779e8b7cce3f3cd5665c4ce6294c5e532c7e8b2849ab,40000-50000,0.25,0.19,0,1.0,0.0,67,120-180,0.15,Low,19.1,99.05,75.0
9d29653c93c9fdf2a77cbd929b6151ac01ee0dd2c91c0cff962f20616612584c,30000-40000,0.256,2.21,0,1.0,0.09,137,120-180,0.09,Low,25.1,88.95,74.4
ee1a16864c07450233f6042c753cc258bd2ed02a0f40f315c500bb6568346679,40000-50000,0.115,6.74,2,1.0,0.16,26,120-180,0.44,Medium,24.5,46.3,88.5
060932662a03094eb49f7a72b2ea6a4507845e0dc09a346756630cd08319164b,30000-40000,0.177,0.32,1,0.0,0.4,30,0-60,0.05,Low,55.8,88.4,82.3
99bb28c2f6ea8ac49a751ceabee5d5d8cf03fba8099cccedb36a7aa15ef3ce9c,40000-50000,0.167,4.1,1,1.0,0.04,64,0-60,0.3,Low,20.1,69.5,83.3
9e7f056c059cb374725a766e01deaf2078be051b598a9db53d3ce1a97e9712b7,40000-50000,0.059,1.21,1,1.0,0.02,275,0-60,0.1,Low,17.6,83.95,94.1
9025f8aa8ee97c93e67a8796d02c5fc9c72dc2f5b79704bd1e36a2bed4a76777,20000-30000,0.058,2.44,0,1.0,0.13,231,120-180,0.0,Low,28.3,87.8,94.2
798c2f515ca06a016f89d2ff59b72d6e8488c7f36fbd8610c952cae81a2c009d,30000-40000,0.341,1.12,1,1.0,0.29,22,60-120,0.17,Low,39.2,84.4,65.9
1a75f2b13dcd92f86451dd43e286b2ec128e3c602a0ddfeff5f638c526fae8ff,30000-40000,0.146,0.47,0,0.0,0.4,5,180-240,0.0,Low,55.3,97.65,85.39999999999999
3f740f741fd2cce991249de8aa52ba13586a3da6829f312db3afef64ab1bc815,40000-50000,0.231,0.55,0,1.0,0.04,220,180-240,0.01,Low,22.6,97.25,76.9
38c444a8b1adc398d3d5e21cbba805d7b6a7465e4f03d4edcde9f25884ab2610,20000-30000,0.155,0.2,1,1.0,0.07,138,180-240,0.16,Low,23.1,89.0,84.5
0fdbe7923cff8a1ebfb7aeb8cc50b4ca1e79e13d93412185588c7911eaf63918,30000-40000,0.379,0.8,2,1.0,0.0,5,120-180,0.46,Medium,9.599999999999998,76.0,62.1
066bdf2a2db5a00601126f88130a4223c33676137dfcf98ef3c9a60697a70719,30000-40000,0.141,2.95,1,0.0,0.4,195,0-60,0.0,Low,53.400000000000006,75.25,85.9
9a0e74a43301c1912e2b1242a0d33e03649078cf1d58bd1cfcd760c1ef27a5b4,10000-20000,0.2,6.41,2,0.0,0.4,75,0-60,0.25,Low,47.6,47.95,80.0
c8bb2b0b91a92685100650cd034383dd420b7d0c507f93860473358437611518,10000-20000,0.355,6.36,1,0.0,0.4,120,120-180,0.09,Low,51.9,58.2,64.5
af0a69fefad2ddfabef8fccb272718b8ced3e2c66eb0591c38423a7dd4fadaf5,10000-20000,0.345,4.3,2,1.0,0.0,156,180-240,0.36,Medium,14.099999999999998,58.5,65.5
590ede848705eda5af76d9a63c0fd9b6b8878ae38b42d156aef126603ce44dfd,20000-30000,0.115,0.3,1,0.0,0.4,211,180-240,0.0,Low,52.5,88.5,88.5
2183661dc8054a7b56fcd60b5fdb2438c992cdea7f5b327e6ff44f7cd35c51cd,30000-40000,0.331,1.25,0,0.0,0.4,36,0-60,0.0,Low,59.5,93.75,66.9
06489e1f7de0c50f51d26d637c15b21ca46f4e627c2f5e4f36c53c904fcd1ddf,40000-50000,0.21,1.13,0,1.0,0.0,139,180-240,0.12,Low,16.999999999999996,94.35,79.0
ea3aca4bce690ed6c01c8b2c192c458d3b2350b616e6c3025389a5b4294c113d,30000-40000,0.219,0.89,0,0.0,0.4,122,60-120,0.0,Low,60.4,95.55,78.10000000000001
235f5782a1ca8964a903d15e12722a07cd9eaddc20c0b7e0f3a489fb6ebff1a4,40000-50000,0.097,1.8,0,1.0,0.0,117,120-180,0.12,Low,20.9,91.0,90.3
7c2fecc5392de9913ddda8271355beee61e8dad2179a8dbfc97482e28b0b7b2b,10000-20000,0.078,1.83,0,1.0,0.4,15,60-120,0.01,Low,52.3,90.85,92.2
59eb0f7b8eebaae949666ac16e2c1838b3b944b24bcaa1c662226d6743362590,10000-20000,0.305,1.56,3,1.0,0.0,71,180-240,0.52,Medium,8.9,62.2,69.5
07e9924bf7378e97ed52ccc7ec821add21e2c328144ea66fcac8c83b73d50cfb,20000-30000,0.224,1.36,0,1.0,0.19,259,0-60,0.0,Low,37.3,93.2,77.60000000000001
0453c6f0e40e7e094ac98067c632b542bbff37f8ba9a4873f5983f9d61b2a61a,30000-40000,0.203,5.32,1,1.0,0.0,91,0-60,0.33,Low,15.4,63.400000000000006,79.69999999999999
1e32b1c72705e6b8d8c8a6aed0e964f9ba603c8923fff186fb505a608890861b,20000-30000,0.305,5.49,3,1.0,0.01,49,60-120,0.61,Medium,7.299999999999999,42.55,69.5
91abd1058f25add78a69b989ebde0bb6cd7abccd2041d0f63ebba57e1ecf4a49,10000-20000,0.318,1.32,0,0.0,0.4,262,120-180,0.0,Low,60.7,93.4,68.19999999999999
b10369e64a6cb50bfd7bc1db4caa8a7128b9f8876e6cd518f3421456336d7aef,20000-30000,0.106,6.2,2,0.0,0.4,230,180-240,0.09,Low,51.2,49.0,89.4
4c6b66ee9abe212337807adcc1dca5fc271423dc5694a37e0dae885c30c3a2fc,10000-20000,0.264,10.13,2,0.0,0.4,182,180-240,0.22,Low,47.0,29.349999999999994,73.6
